facility_id,facility_name,cehrt_id,meets_criteria_for_promoting_interoperability_of_ehrs
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,0015CUE5T17SNJ9,Y
50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,0015C2FVF76YBY1,Y
50150,SIERRA NEVADA MEMORIAL HOSPITAL,0015C2FVF76YBY1,Y
50152,SAINT FRANCIS MEMORIAL HOSPITAL,0015C2FVF76YBY1,Y
50158,ENCINO HOSPITAL MEDICAL CENTER,0015CPN9PSL792F,Y
50159,VENTURA COUNTY MEDICAL CENTER,0015CR6KGA17TUT,Y
50167,SAN JOAQUIN GENERAL HOSPITAL,0015C80E18RAW4X,Y
50168,PROVIDENCE ST. JUDE MEDICAL CENTER,0015CCE123S5WK4,Y
50169,PIH HEALTH HOSPITAL-WHITTIER,0015CF2C9MW8EHH,Y
50174,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,0015CCE123S5WK4,Y
50179,EMANUEL MEDICAL CENTER,0015CLT8S0A3MT6,Y
50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,0015CYR9MTS49QR,Y
50191,ST MARY MEDICAL CENTER,0015C2FVF76YBY1,Y
50192,ADVENTIST HEALTH REEDLEY,0015C157LEG45RH,Y
50194,WATSONVILLE COMMUNITY HOSPITAL,0015C8CHE73ABS5,Y
50195,WASHINGTON HOSPITAL,0015CW3NXQ9AG42,Y
50197,SEQUOIA HOSPITAL,0015C2FVF76YBY1,Y
50204,PALMDALE REGIONAL MEDICAL CENTER,0015CQC4AND9RQT,Y
50211,ALAMEDA HOSPITAL,0015C4H2WUK0S3A,Y
50222,SHARP CHULA VISTA MEDICAL CENTER,0015C4M8199HQD9,Y
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,0015CWW3R9FPD02,Y
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,0015CFG3Q10HY2V,Y
50228,ZUCKERBERG SAN FRANCISCO GENERAL HOSP & TRAUMA CTR,0015C72L3UBY0KL,Y
50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,0015C4H2WUK0S3A,Y
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,0015CP0A87E25HC,Y
50232,FRENCH HOSPITAL MEDICAL CENTER,0015C2FVF76YBY1,Y
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,0015C4M8199HQD9,Y
50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,0015CCE123S5WK4,Y
50236,ADVENTIST HEALTH SIMI VALLEY,0015C157LEG45RH,Y
50238,USC ARCADIA HOSPITAL,0015CW4VMW3NMY3,Y
50239,GLENDALE ADVENTIST MEDICAL CENTER,0015C157LEG45RH,Y
50242,DOMINICAN HOSPITAL,0015C2FVF76YBY1,Y
50243,DESERT REGIONAL MEDICAL CENTER,0015CLT8S0A3MT6,Y
50245,ARROWHEAD REGIONAL MEDICAL CENTER,0015CWW3R9FPD02,Y
50248,NATIVIDAD MEDICAL CENTER,0015C251KQF9595,Y
50254,MARSHALL MEDICAL CENTER,0015CVZ8NZE0N5M,Y
50257,GOOD SAMARITAN HOSPITAL,0015CFG3Q10HY2V,No
50261,SIERRA VIEW MEDICAL CENTER,0015CUQ8L4S9DNQ,Y
50262,RONALD REAGAN UCLA MEDICAL CENTER,0015C92F81YS48A,Y
50272,REDLANDS COMMUNITY HOSPITAL,,No
50276,CONTRA COSTA REGIONAL MEDICAL CENTER,0015C72L3UBY0KL,No
50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,0015CCE123S5WK4,Y
50279,HI-DESERT MEDICAL CENTER,0015CLT8S0A3MT6,Y
50280,MERCY MEDICAL CENTER REDDING,0015C2FVF76YBY1,Y
50281,ALHAMBRA HOSPITAL MEDICAL CENTER,0015C946ANU9N81,Y
50283,STANFORD HEALTH CARE TRI-VALLEY,0015CHL24QZ8GAF,Y
50289,AHMC SETON MEDICAL CENTER,0015CFG3Q10HY2V,Y
50290,SAINT JOHN'S HEALTH CENTER,0015CCE123S5WK4,Y
50291,SUTTER SANTA ROSA REGIONAL HOSPITAL,0015C4J0ZKW5KKJ,Y
50292,RIVERSIDE UNIVERSITY HEALTH SYSTEM-MEDICAL CENTER,0015C4J0ZKW5KKJ,Y
50295,MERCY HOSPITAL,0015C2FVF76YBY1,Y
50298,BARSTOW COMMUNITY HOSPITAL,0015C8CHE73ABS5,Y
50300,PROVIDENCE ST MARY MEDICAL CENTER,0015CCE123S5WK4,Y
50301,ADVENTIST HEALTH UKIAH VALLEY,0015C157LEG45RH,Y
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,0015C4J0ZKW5KKJ,Y
50308,EL CAMINO HOSPITAL,0015C4GFY7U33W6,Y
50309,SUTTER ROSEVILLE MEDICAL CENTER,0015C4J0ZKW5KKJ,Y
50313,SUTTER TRACY COMMUNITY HOSPITAL,0015C4J0ZKW5KKJ,Y
50315,KERN MEDICAL CENTER,0015C5LFV335W0K,Y
50320,HIGHLAND HOSPITAL,0015C4H2WUK0S3A,Y
50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,0015CWW3R9FPD02,Y
50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,0015CBN98XPZ9QM,Y
50329,CORONA REGIONAL MEDICAL CENTER,0015CQC4AND9RQT,Y
50334,SALINAS VALLEY MEMORIAL HOSPITAL,0015CXF62FCZ8VX,Y
50335,ADVENTIST HEALTH SONORA,0015C157LEG45RH,Y
50336,ADVENTIST HEALTH LODI MEMORIAL,0015C157LEG45RH,Y
50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,,No
50348,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,0015C7J3NZX7XGG,Y
50350,ADVENTIST HEALTH WHITE MEMORIAL MONTEBELLO,,No
50351,TORRANCE MEMORIAL MEDICAL CENTER,0015CYS34CWF6CD,Y
50352,BARTON MEMORIAL HOSPITAL,0015CWW3R9FPD02,Y
50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,0015CCE123S5WK4,Y
50357,GOLETA VALLEY COTTAGE HOSPITAL,0015CUE5T17SNJ9,Y
50360,MARINHEALTH MEDICAL CENTER,0015CWV39V23WRL,Y
50367,NORTHBAY MEDICAL CENTER,0015CN78HDP53FJ,Y
50373,LOS ANGELES GENERAL MEDICAL CENTER,0015CGA18HTL43R,Y
50376,LAC/HARBOR-UCLA MED CENTER,0015CGA18HTL43R,Y
50378,PACIFICA HOSPITAL OF THE VALLEY,,No
50380,GOOD SAMARITAN HOSPITAL,0015C622YQ4JDC3,Y
50382,EMANATE HEALTH INTER-COMMUNITY HOSPITAL,0015C9C2SQ9587T,Y
50390,HEMET GLOBAL MEDICAL CENTER,,No
50393,PIH HEALTH DOWNEY HOSPITAL,0015CF2C9MW8EHH,Y
50394,COMMUNITY MEMORIAL HOSPITAL - VENTURA,0015CV0HYF5X01F,Y
50396,SANTA BARBARA COTTAGE HOSPITAL,0015CUE5T17SNJ9,Y
50407,CHINESE HOSPITAL,0015CND5SVV3P54,Y
50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,0015CBA2R7RYM5R,Y
50414,MERCY HOSPITAL OF FOLSOM,0015C2FVF76YBY1,Y
50417,SUTTER COAST HOSPITAL,0015C4J0ZKW5KKJ,Y
50424,SCRIPPS GREEN HOSPITAL,0015CWW3R9FPD02,Y
50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,0015CBA2R7RYM5R,Y
50426,WEST ANAHEIM MEDICAL CENTER,0015C4H2WUK0S3A,Y
50438,HUNTINGTON HOSPITAL,0015C37LQ6AGJ22,Y
50441,STANFORD HEALTH CARE,0015CHL24QZ8GAF,Y
50444,MERCY MEDICAL CENTER,0015C2FVF76YBY1,Y
50454,UCSF MEDICAL CENTER,0015CWV39V23WRL,Y
50455,ADVENTIST HEALTH BAKERSFIELD,0015C157LEG45RH,Y
50457,ST MARY'S MEDICAL CENTER,0015C2FVF76YBY1,Y
50464,DOCTORS MEDICAL CENTER,0015CLT8S0A3MT6,Y
50468,MEMORIAL HOSPITAL OF GARDENA,0015CQZ3GL3N8TR,Y
50471,PIH HEALTH GOOD SAMARITAN HOSPITAL,0015CF2C9MW8EHH,Y
50481,UCLA WEST VALLEY MEDICAL CENTER,0015C622YQ4JDC3,Y
50485,MEMORIALCARE LONG BEACH MEDICAL CENTER,0015CWW3R9FPD02,Y
50488,EDEN MEDICAL CENTER,0015C4J0ZKW5KKJ,Y
50492,CLOVIS COMMUNITY MEDICAL CENTER,0015CYT94LS81XV,Y
50496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,0015CYR9MTS49QR,Y
50498,SUTTER AUBURN FAITH HOSPITAL,0015C4J0ZKW5KKJ,Y
50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,0015CWW3R9FPD02,Y
50506,TENET HEALTH CENTRAL COAST SIERRA VISTA RMC,0015CLT8S0A3MT6,Y
50510,KAISER FOUNDATION HOSPITAL,0015CBA2R7RYM5R,Y
50512,KAISER FOUNDATION HOSPITAL - FREMONT,0015CBA2R7RYM5R,Y
50515,KAISER FOUNDATION HOSPITAL - SAN DIEGO,0015CBA2R7RYM5R,Y
50516,MERCY SAN JUAN MEDICAL CENTER,0015C2FVF76YBY1,Y
50517,VICTOR VALLEY GLOBAL MEDICAL CENTER,,No
50523,SUTTER DELTA MEDICAL CENTER,0015C4J0ZKW5KKJ,Y
50526,HUNTINGTON BEACH HOSPITAL,0015C4H2WUK0S3A,Y
50528,MEMORIAL HOSPITAL LOS BANOS,0015C4J0ZKW5KKJ,Y
50534,JOHN F KENNEDY MEMORIAL HOSPITAL,0015CLT8S0A3MT6,Y
50537,SUTTER DAVIS HOSPITAL,0015C4J0ZKW5KKJ,Y
50541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,0015CBA2R7RYM5R,Y
50543,COLLEGE HOSPITAL COSTA MESA,0015CFG3Q10HY2V,Y
50546,PORTERVILLE DEVELOPMENTAL CENTER,,No
50549,LOS ROBLES HOSPITAL & MEDICAL CENTER,0015C622YQ4JDC3,Y
50551,UCI HEALTH - LOS ALAMITOS,0015CLT8S0A3MT6,Y
50557,MEMORIAL MEDICAL CENTER,0015C4J0ZKW5KKJ,Y
50561,KAISER FOUNDATION HOSPITAL - WEST LA,0015CBA2R7RYM5R,Y
50567,PROVIDENCE MISSION HOSPITAL,0015CCE123S5WK4,Y
50570,UCI HEALTH - FOUNTAIN VALLEY,0015CLT8S0A3MT6,Y
50573,EISENHOWER MEDICAL CENTER,0015CYT94LS81XV,Y
50580,LA PALMA INTERCOMMUNITY HOSPITAL,0015C4H2WUK0S3A,Y
50581,UCI HEALTH-LAKEWOOD,0015CLT8S0A3MT6,Y
50586,CHINO VALLEY MEDICAL CENTER,0015C9U6ZQZ37W5,Y
50588,SAN DIMAS COMMUNITY HOSPITAL,0015CPN9PSL792F,Y
50589,UCI HEALTH - PLACENTIA LINDA,0015CLT8S0A3MT6,Y
50590,METHODIST HOSPITAL OF SACRAMENTO,0015C2FVF76YBY1,Y
50597,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,0015C9C2SQ9587T,Y
50599,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,0015CU7QLU3GWP1,Y
50603,MEMORIALCARE SADDLEBACK MEDICAL CENTER,0015CWW3R9FPD02,Y
50604,KAISER FOUNDATION HOSPITAL-SAN JOSE,0015CBA2R7RYM5R,Y
50608,ADVENTIST HEALTH DELANO,0015C157LEG45RH,No
50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,0015CBA2R7RYM5R,Y
50624,HENRY MAYO NEWHALL  HOSPITAL,0015CN0Y6CHX0T1,Y
50625,CEDARS-SINAI MEDICAL CENTER,0015CXC0PNC1KKR,Y
50633,ADVENTIST HEALTH SYSTEM/WEST,0015CLT8S0A3MT6,Y
50636,PALOMAR MEDICAL CENTER POWAY,0015CYU98BFS719,Y
50641,EAST LOS ANGELES DOCTORS HOSPITAL,0015CQZ3GL3N8TR,Y
50663,LOS ANGELES COMMUNITY HOSPITAL,,No
50668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,0015C72L3UBY0KL,No
50674,KAISER FOUNDATION HOSP SO SACRAMENTO,0015CBA2R7RYM5R,Y
50677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,0015CBA2R7RYM5R,Y
50678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,0015CWW3R9FPD02,Y
50684,MENIFEE GLOBAL MEDICAL CENTER,,No
50686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",0015CBA2R7RYM5R,Y
50689,SAN RAMON REGIONAL MEDICAL CENTER,0015CLT8S0A3MT6,Y
50690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,0015CBA2R7RYM5R,Y
50696,KECK HOSPITAL OF USC,0015CXJ3MV2DVH6,Y
50697,PATIENTS' HOSPITAL OF REDDING,,No
50701,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,0015CQC4AND9RQT,Y
50704,MISSION COMMUNITY HOSPITAL,0015CQZ3GL3N8TR,Y
50708,FRESNO SURGICAL HOSPITAL,0015CKK7MP78XYA,Y
50709,DESERT VALLEY HOSPITAL,0015CPN9PSL792F,Y
50710,KAISER FOUNDATION HOSPITAL - FRESNO,0015CBA2R7RYM5R,Y
50714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,0015C4J0ZKW5KKJ,Y
50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,0015CGA18HTL43R,Y
50723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,0015CBA2R7RYM5R,Y
50726,STANISLAUS SURGICAL HOSPITAL,0015CFG3Q10HY2V,Y
50735,WHITTIER HOSPITAL MEDICAL CENTER,0015CFG3Q10HY2V,Y
50736,MONTEREY PARK HOSPITAL,0015CFG3Q10HY2V,Y
50737,GARFIELD MEDICAL CENTER,0015CFG3Q10HY2V,Y
50738,GREATER EL MONTE COMMUNITY HOSPITAL,0015CFG3Q10HY2V,Y
50739,CENTINELA HOSPITAL MEDICAL CENTER,0015CPN9PSL792F,Y
50740,CEDAR-SINAI MARINA DEL REY HOSPITAL,0015CG5CLD1GTB9,Y
50744,ANAHEIM GLOBAL MEDICAL CENTER,,No
50745,CHAPMAN GLOBAL MEDICAL CENTER,,No
50746,ORANGE COUNTY GLOBAL MEDICAL CENTER,,No
50747,COASTAL COMMUNITIES HOSPITAL,,No
50748,KAISER FOUNDATION HOSPITAL MANTECA,0015CBA2R7RYM5R,Y
50755,SHERMAN OAKS HOSPITAL,0015CPN9PSL792F,Y
50758,MONTCLAIR HOSPITAL MEDICAL CENTER,0015CPN9PSL792F,Y
50760,KAISER FOUNDATION HOSPITAL - ANTIOCH,0015CBA2R7RYM5R,Y
50761,PROVIDENCE CEDARS SINAI TARZANA MEDICAL CENTER,0015CCE123S5WK4,Y
50763,L A DOWNTOWN MEDICAL CENTER,0015CWGOYQG9WFG,Y
50764,SHASTA REGIONAL MEDICAL CENTER,0015CPN9PSL792F,Y
50765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,0015CBA2R7RYM5R,Y
50766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,0015C40C0YCP4T4,Y
50767,KAISER FOUNDATION HOSPITAL - VACAVILLE,0015CBA2R7RYM5R,Y
50769,HOAG ORTHOPEDIC INSTITUTE,0015CWW3R9FPD02,Y
50770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,0015CBN98XPZ9QM,Y
50771,COAST PLAZA HOSPITAL,0015CQZ3GL3N8TR,Y
50772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,0015CBA2R7RYM5R,Y
50775,TEMECULA VALLEY HOSPITAL,0015CQC4AND9RQT,Y
50776,COLLEGE MEDICAL CENTER,0015CPN6C6FU7GS,Y
50777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,0015CBA2R7RYM5R,Y
50778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,0015CBN98XPZ9QM,Y
50779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",0015CJT3BNY6PUU,Y
50780,FOOTHILL REGIONAL MEDICAL CENTER,,No
50782,CASA COLINA HOSPITAL,0015C0WLD7QDY9E,Y
50783,COLUSA MEDICAL CENTER,0015CFG3Q10HY2V,Y
50784,ADVENTIST HEALTH TULARE,0015C157LEG45RH,Y
50785,DOCS SURGICAL HOSPITAL,0015CFG3Q10HY2V,Y
50854,"ANAHEIM COMMUNITY HOSPITAL, LLC",,No
50855,KAISER FOUNDATION HOSPITAL - SAN MARCOS,,No
51300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,0015C653E6J0GQN,Y
51301,ADVENTIST HEALTH TEHACHAPI VALLEY,0015C157LEG45RH,Y
51302,SOUTHERN INYO HOSPITAL,,No
51303,MAMMOTH HOSPITAL,0015CND5SVV3P54,Y
51304,JOHN C FREMONT HEALTHCARE DISTRICT,0015CFG3Q10HY2V,No
51305,MAYERS MEMORIAL HOSPITAL,,No
51306,GLENN MEDICAL CENTER,0015CFG3Q10HY2V,Y
51307,CATALINA ISLAND MEDICAL CENTER,0015CT0PPT32RH0,Y
51308,SURPRISE VALLEY COMMUNITY HOSPITAL,,No
51309,JEROLD PHELPS COMMUNITY HOSPITAL,,No
51310,ADVENTIST HEALTH HOWARD MEMORIAL,0015C157LEG45RH,Y
51311,ORCHARD HOSPITAL,0015CFG3Q10HY2V,No
51312,MOUNTAINS COMMUNITY HOSPITAL,0015CW40F8CZL04,No
51314,KERN VALLEY HEALTHCARE DISTRICT,0015CFG3Q10HY2V,Y
51315,TRINITY HOSPITAL,,No
51316,FAIRCHILD MEDICAL CENTER,0015C3SxC0Qr2XM,Y
51317,ADVENTIST HEALTH CLEARLAKE,0015C157LEG45RH,Y
51318,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,0015CCE123S5WK4,Y
51319,MERCY MEDICAL CENTER OF MT SHASTA,0015C2FVF76YBY1,Y
51320,BANNER LASSEN MEDICAL CENTER,0015CWG9E12DJH8,Y
51321,HEALDSBURG HOSPITAL,0015C1NLV7PQ39U,No
51323,COLORADO RIVER MEDICAL CENTER,0015CFG3Q10HY2V,No
51324,NORTHERN INYO HOSPITAL,0015CZA17190012,Y
51325,MENDOCINO COAST DISTRICT HOSPITAL,0015C157LEG45RH,Y
51326,PLUMAS DISTRICT HOSPITAL,0015C4DPR23A8VK,Y
51327,SENECA DISTRICT HOSPITAL,0015C80E18RAW4X,Y
51328,TAHOE FOREST HOSPITAL,0015C4813GJT60L,Y
51329,SUTTER LAKESIDE HOSPITAL,0015C4J0ZKW5KKJ,Y
51330,MODOC MEDICAL CENTER,,No
51331,SANTA YNEZ VALLEY COTTAGE HOSPITAL,0015CUE5T17SNJ9,Y
51332,MARK TWAIN MEDICAL CENTER,0015CQH4Y0JEX4M,Y
51333,RIDGECREST REGIONAL HOSPITAL,0015CMM9HZK85QN,Y
51334,COMMUNITY MEMORIAL HOSPITAL - OJAI,0015CNQ4F0XGC7H,Y
51335,BEAR VALLEY COMMUNITY HOSPITAL,,No
51336,SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL,,No
51337,HAZEL HAWKINS MEMORIAL HOSPITAL,,No
51338,COALINGA REGIONAL MEDICAL CENTER,,No
51339,PALO VERDE HOSPITAL,,No
53300,VALLEY CHILDREN'S HOSPITAL,,No
53301,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,,No
53302,CHILDREN'S HOSP OF LOS ANGELES,,No
53303,RADY CHILDREN'S HOSPITAL - SAN DIEGO,,No
53304,CHILDREN'S HOSPITAL OF ORANGE COUNTY,,No
53305,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,,No
53306,CHILDREN'S HOSPITAL AT MISSION,,No
53308,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,,No
53309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,,No
53311,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF,,No
60001,BANNER NORTH COLORADO MEDICAL CENTER,0015CWG9E12DJH8,Y
60003,LONGMONT UNITED HOSPITAL,0015CHL24QZ8GAF,Y
60004,INTERMOUNTAIN HEALTH PLATTE VALLEY HOSPITAL,0015C0DCY0BK7AU,Y
60006,MONTROSE REGIONAL HEALTH,0015CAE6GWX8C4P,Y
60008,SAN LUIS VALLEY REGIONAL  MEDICAL CENTER,0015C0MQ3R4XUU1,Y
60009,LUTHERAN MEDICAL CENTER,0015C0DCY0BK7AU,Y
60010,POUDRE VALLEY HOSPITAL,0015CAK9A8GS8FC,Y
60011,DENVER HEALTH & HOSPITAL AUTHORITY,0015CJZ7U2P5UY2,Y
60012,"ST MARY CORWIN MED CTR, CENTURA HEALTH",0015CHL24QZ8GAF,Y
60013,MERCY REGIONAL MEDICAL CENTER,0015CHL24QZ8GAF,Y
60014,HCA HEALTHONE PRESBYTERIAN ST LUKES,0015C622YQ4JDC3,Y
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,0015CHL24QZ8GAF,Y
60020,"PARKVIEW MEDICAL CENTER, INC",0015CAK9A8GS8FC,Y
60022,UCH-MEMORIAL HEALTH SYSTEM,0015CAK9A8GS8FC,Y
60023,INTERMOUNTAIN HEALTH ST. MARY'S REGIONAL HOSPITAL,0015C0DCY0BK7AU,Y
60024,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,0015CAK9A8GS8FC,Y
60027,BOULDER COMMUNITY HEALTH,0015CW3NXQ9AG42,Y
60028,SAINT JOSEPH HOSPITAL,0015C0DCY0BK7AU,Y
60030,BANNER MCKEE MEDICAL CENTER,0015CWG9E12DJH8,Y
60031,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,0015CHL24QZ8GAF,Y
60032,HCA HEALTHONE ROSE,0015C622YQ4JDC3,Y
60034,HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER,0015C622YQ4JDC3,Y
60044,ST ELIZABETH HOSPITAL,0015CHL24QZ8GAF,Y
60049,UCHEALTH YAMPA VALLEY MEDICAL CENTER,0015CAK9A8GS8FC,Y
60054,COMMUNITY HOSPITAL,0015C3FZS7VC6A2,Y
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,0015CHL24QZ8GAF,Y
60065,HCA HEALTHONE MOUNTAIN RIDGE,0015C622YQ4JDC3,Y
60071,DELTA COUNTY MEMORIAL HOSPITAL,0015CHN9LPY9SJM,Y
60075,VALLEY VIEW HOSPITAL ASSOCIATION,0015CQH8MT2B8LA,Y
60076,STERLING REGIONAL MEDCENTER,0015CWG9E12DJH8,Y
60096,VAIL HEALTH HOSPITAL,0015C61U4KCN7UM,Y
60100,THE MEDICAL CENTER OF AURORA & SOUTH HOSPITAL,0015C622YQ4JDC3,Y
60103,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,0015CHL24QZ8GAF,Y
60104,CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS,0015CHL24QZ8GAF,Y
60107,NATIONAL JEWISH HEALTH,0015C0DCY0BK7AU,Y
60112,SKY RIDGE MEDICAL CENTER,0015C622YQ4JDC3,Y
60113,"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",0015CHL24QZ8GAF,Y
60114,PARKER ADVENTIST HOSPITAL,0015CHL24QZ8GAF,Y
60116,GOOD SAMARITAN MEDICAL CENTER LLC,0015C0DCY0BK7AU,Y
60117,"ANIMAS SURGICAL HOSPITAL, LLC",0015CTG6K0EW7TC,Y
60118,ST ANTHONY SUMMIT MEDICAL CENTER,0015CHL24QZ8GAF,Y
60119,MEDICAL CENTER OF THE ROCKIES,0015CAK9A8GS8FC,Y
60124,ORTHOCOLORADO HOSP AT ST ANTHONY MED CAMPUS,0015CHL24QZ8GAF,Y
60125,ADVENTHEALTH CASTLE ROCK,0015CHL24QZ8GAF,Y
60126,BANNER FORT COLLINS MEDICAL CENTER,0015CWG9E12DJH8,Y
60128,LONGS PEAK HOSPITAL,0015CAK9A8GS8FC,Y
60129,UCHEALTH BROOMFIELD HOSPITAL,0015CAK9A8GS8FC,Y
60130,UCHEALTH GRANDVIEW HOSPITAL,0015CAK9A8GS8FC,Y
60131,UCHEALTH GREELEY HOSPITAL,0015CAK9A8GS8FC,Y
60132,UCHEALTH HIGHLANDS RANCH HOSPITAL,0015CAK9A8GS8FC,Y
60133,ST FRANCIS HOSPITAL - INTERQUEST,,No
61300,WEISBROD MEMORIAL COUNTY HOSPITAL,0015CT0PPT32RH0,No
61301,RIO GRANDE HOSPITAL,0015CYW2BQU9ZLP,Y
61302,FAMILY HEALTH WEST HOSPITAL,0015C9RZT2RPA5Z,Y
61303,EAST MORGAN COUNTY HOSPITAL,0015CWG9E12DJH8,Y
61304,HAXTUN HOSPITAL DISTRICT,0015CT0PPT32RH0,Y
61305,MELISSA MEMORIAL HOSPITAL,0015CT0PPT32RH0,Y
61306,LINCOLN HEALTH HOSPITAL,0015CND5SVV3P54,Y
61307,RANGELY DISTRICT HOSPITAL,0015CT0PPT32RH0,No
61308,SAN LUIS VALLEY HEALTH CONEJOS COUNTY HOSPITAL,0015C0MQ3R4XUU1,Y
61309,WRAY COMMUNITY DISTRICT HOSPITAL,0015C1MWQ0ZHE9S,Y
61310,SEDGWICK COUNTY MEMORIAL HOSPITAL,,No
61311,SOUTHEAST COLORADO HOSPITAL DISTRICT,0015CT0PPT32RH0,Y
61312,ESTES PARK MEDICAL CENTER,,No
61313,KIT CARSON COUNTY MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
61314,"MEMORIAL HOSPITAL, THE",0015C0DCY0BK7AU,Y
61315,YUMA DISTRICT HOSPITAL,0015CND5SVV3P54,Y
61316,SPANISH PEAKS REGIONAL HEALTH CENTER,0015CCA7GFU9FPQ,Y
61317,GRAND RIVER HOSPITAL DISTRICT,0015C12MXW64U74,Y
61318,MIDDLE PARK MEDICAL CENTER,0015CKZ8AKC9WYJ,Y
61319,ST VINCENT GENERAL HOSPITAL DISTRICT,0015CT0PPT32RH0,Y
61320,GUNNISON VALLEY HOSPITAL,0015CFG3Q10HY2V,Y
61321,MT SAN RAFAEL HOSPITAL,0015C3F20PYT21K,Y
61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,0015CFG3Q10HY2V,Y
61323,PROWERS MEDICAL CENTER,0015CFG3Q10HY2V,Y
61324,ASPEN VALLEY HOSPITAL,0015CFQ38VFC9FT,Y
61325,EASTERN RIO BLANCO COUNTY HEALTH SERVICE DISTRICT,0015CRQ17LDK72U,No
61326,UCHEALTH PIKES PEAK REGIONAL HOSPITAL,0015CAK9A8GS8FC,Y
61327,SOUTHWEST MEMORIAL HOSPITAL,0015CNP3UDD35XH,Y
61328,PAGOSA SPRINGS MEDICAL CENTER,0015CZR2ZEC294M,Y
61336,ARKANSAS VALLEY REGIONAL MEDICAL CENTER,,No
61343,KEEFE MEMORIAL HOSPITAL,0015CFG3Q10HY2V,Y
61344,ST THOMAS MORE HOSPITAL,0015CHL24QZ8GAF,Y
63301,CHILDREN'S HOSPITAL COLORADO,,No
63303,CHILDREN'S HOSPITAL COLORADO - COLORADO SPRINGS,,No
70002,ST FRANCIS HOSPITAL & MEDICAL CENTER,0015CWX4T2IMQW2,Y
70003,DAY KIMBALL HOSPITAL,,No
70004,SHARON HOSPITAL,0015CF6CR28MVL0,Y
70005,WATERBURY HOSPITAL,0015CJH1TBF4SRU,Y
70006,STAMFORD HOSPITAL,0015C994D7YVM3U,Y
70007,LAWRENCE & MEMORIAL HOSPITAL,0015C257B7545Y1,Y
